island_count;epoch_size;fitness_sharing;sigma;migration_size;population_size;parent_count;arity;recombination_p;k;evaluationName;seed;MBF;stdBF;meanConv;stdConv
2;45;true;0.003;2;50;24;3;0.99;2;KatsuuraEvaluation;18068;1.3965514878359697;1.204576659065787;75280.4;20900.7157925273
1;0;true;0.01;0;50;24;3;0.99;2;KatsuuraEvaluation;20679;0.22131312359588903;0.2810947287022916;52240.4;19123.28132512828
2;5;true;0.01;2;50;24;3;0.99;2;KatsuuraEvaluation;24241;0.21655962852141086;0.3313040708549303;48292.4;15639.091144948288
2;15;true;0.01;2;50;24;3;0.99;2;KatsuuraEvaluation;4077;0.3311544111199815;0.4789563658671897;64182.8;23706.761688598464
2;45;true;0.01;2;50;24;3;0.99;2;KatsuuraEvaluation;22307;0.19919756999815158;0.23094154253276972;61370.0;20000.987175637107
1;0;true;0.0003;0;100;24;3;0.99;2;KatsuuraEvaluation;16042;0.8375252359705355;1.155928148323448;71087.2;28323.125522441904
2;5;true;0.0003;2;100;24;3;0.99;2;KatsuuraEvaluation;7693;0.47709504629380134;1.403617069102976;64703.2;22791.552456118472
2;15;true;0.0003;2;100;24;3;0.99;2;KatsuuraEvaluation;32426;1.9760790129026167;2.001720974448685;71581.6;20573.21996771531
2;45;true;0.0003;2;100;24;3;0.99;2;KatsuuraEvaluation;21746;0.9437461422466213;0.9795177751878561;57721.6;29202.7310613237
4;5;true;0.0003;2;100;24;3;0.99;2;KatsuuraEvaluation;764;0.4859057545385106;0.8658988734367274;54320.8;28302.472135133354
4;15;true;0.0003;2;100;24;3;0.99;2;KatsuuraEvaluation;10845;1.3107140261072616;1.6957759621779522;81712.0;15818.903223675148
4;45;true;0.0003;2;100;24;3;0.99;2;KatsuuraEvaluation;22247;0.6624463066897929;0.8888420089135434;71128.0;22836.55742882451
1;0;true;0.001;0;100;24;3;0.99;2;KatsuuraEvaluation;774;0.3628005910303539;0.567487210876727;60412.0;23116.71478389609
2;5;true;0.001;2;100;24;3;0.99;2;KatsuuraEvaluation;2119;0.679265886340327;1.4833805994066613;60498.4;27150.401791502092
2;15;true;0.001;2;100;24;3;0.99;2;KatsuuraEvaluation;8420;0.33960101754962657;0.55757194097569;67369.6;25771.844245998385
2;45;true;0.001;2;100;24;3;0.99;2;KatsuuraEvaluation;11432;0.9827624101514433;1.3998208169152706;64199.2;32591.31745971617
4;5;true;0.001;2;100;24;3;0.99;2;KatsuuraEvaluation;29931;0.21634884049843048;0.47033214674067436;54928.0;34247.16453080459
4;15;true;0.001;2;100;24;3;0.99;2;KatsuuraEvaluation;26461;1.1175882450929018;1.4724433211430408;84100.0;25152.0961830222
4;45;true;0.001;2;100;24;3;0.99;2;KatsuuraEvaluation;24451;1.5431802099352483;1.672861716543887;75080.8;23176.594593684382
1;0;true;0.003;0;100;24;3;0.99;2;KatsuuraEvaluation;6086;1.4085049959258071;1.668725278074881;55840.0;29651.80768857103
2;5;true;0.003;2;100;24;3;0.99;2;KatsuuraEvaluation;10666;0.8841999812135717;1.196495100753204;67924.0;14754.465303764824
2;15;true;0.003;2;100;24;3;0.99;2;KatsuuraEvaluation;28717;0.752478467071616;0.8581424176614877;70076.8;25499.927265778624
2;45;true;0.003;2;100;24;3;0.99;2;KatsuuraEvaluation;8410;0.5572261415051458;0.9035938557913447;64952.8;35550.3774967299
4;5;true;0.003;2;100;24;3;0.99;2;KatsuuraEvaluation;15474;0.091906755882116;0.1746486370489699;54042.4;36123.143305089056
4;15;true;0.003;2;100;24;3;0.99;2;KatsuuraEvaluation;30199;0.5594356946118693;0.693513760924055;68699.2;29770.89100715664
4;45;true;0.003;2;100;24;3;0.99;2;KatsuuraEvaluation;21867;0.3501325177501349;0.6843640160788405;58122.4;37345.897432515936
1;0;true;0.01;0;100;24;3;0.99;2;KatsuuraEvaluation;2515;0.4640646382580379;0.8633276215322069;61820.8;29817.54253053058
2;5;true;0.01;2;100;24;3;0.99;2;KatsuuraEvaluation;5113;0.647466688178497;1.2453499904058871;56720.8;27268.84985033289
2;15;true;0.01;2;100;24;3;0.99;2;KatsuuraEvaluation;19277;0.33287400619072843;0.5300239055218283;76108.0;26452.155027520916
2;45;true;0.01;2;100;24;3;0.99;2;KatsuuraEvaluation;23056;0.5306316133834033;1.1540219710635293;70830.4;26935.758133752242
4;5;true;0.01;2;100;24;3;0.99;2;KatsuuraEvaluation;19233;0.4336542080672066;0.597894225619765;67835.2;32063.001271870977
4;15;true;0.01;2;100;24;3;0.99;2;KatsuuraEvaluation;21763;0.2483259874751061;0.4531039402735525;69040.0;13223.905262818545
4;45;true;0.01;2;100;24;3;0.99;2;KatsuuraEvaluation;10853;0.32980375506193954;0.3094472036605967;85208.8;12308.55530758992
1;0;true;0.0003;0;200;24;3;0.99;2;KatsuuraEvaluation;19180;1.054123362181905;1.029980831410512;62664.8;15272.7033677735
2;5;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;13912;1.361660464711905;2.157920329158614;50928.8;22418.387153406016
2;15;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;13659;0.26462956603537646;0.43501697698530645;74151.2;26275.407927566037
2;45;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;16841;1.0405161005819004;1.1939124831391088;71799.2;23902.55911319957
4;5;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;1046;0.22395913350840338;0.43943208693555796;69860.0;18618.80417212663
4;15;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;13222;0.6787088987658324;1.3472381568355514;68784.8;23724.052928620775
4;45;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;7362;0.7368606181458575;1.1326058454875592;54440.0;30277.25895123269
8;5;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;7793;0.0355754550727074;0.07982420710783268;57056.0;34051.57180513111
8;15;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;2051;0.1057024116583227;0.259811617086525;71249.6;26790.692067208714
8;45;true;0.0003;2;200;24;3;0.99;2;KatsuuraEvaluation;21599;0.20158383871940636;0.38319188610327287;60557.6;35530.11820751515
1;0;true;0.001;0;200;24;3;0.99;2;KatsuuraEvaluation;29538;1.007233524880211;1.066174398387406;60483.2;30724.758006532775
2;5;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;21756;0.3861395299484711;0.9643140779743519;36279.2;25435.20645404711
2;15;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;11421;2.1002410487981282;1.9992465569891655;68158.4;29491.05937466472
2;45;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;30486;0.7647004876736334;0.8547504878596927;73200.8;20314.360619030074
4;5;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;26460;0.18856639012868318;0.5284260174250824;47422.4;35974.581746561
4;15;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;22268;0.025685549043431365;0.026825793286901992;55570.4;35422.083606699365
4;45;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;21486;0.18381715301273177;0.4796571677505105;61143.2;33071.34347679272
8;5;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;29438;0.012361442177955685;0.007348797747762606;37740.8;25576.4404591413
8;15;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;11072;0.4132501465621698;1.0648522945318755;62626.4;27189.380526963094
8;45;true;0.001;2;200;24;3;0.99;2;KatsuuraEvaluation;15083;0.2216900392855395;0.6349567647861725;67680.8;27409.324066091085
1;0;true;0.003;0;200;24;3;0.99;2;KatsuuraEvaluation;7660;0.6680801984791046;0.7664790336600905;83708.0;18616.74368948555
2;5;true;0.003;2;200;24;3;0.99;2;KatsuuraEvaluation;16141;0.9007000828941505;1.11690166870943;65561.6;27748.13159547864
2;15;true;0.003;2;200;24;3;0.99;2;KatsuuraEvaluation;16908;1.4745074602594053;1.6995986307893285;75958.4;21514.460491492693
2;45;true;0.003;2;200;24;3;0.99;2;KatsuuraEvaluation;168;0.6670912141839838;1.2673606290302075;73851.2;18011.694760904647
4;5;true;0.003;2;200;24;3;0.99;2;KatsuuraEvaluation;8793;0.18549509752310472;0.37966586894269694;59475.2;31643.358446283793
4;15;true;0.003;2;200;24;3;0.99;2;KatsuuraEvaluation;20176;0.38362770749095854;0.7485303880127321;74688.8;18338.858572986486
4;45;true;0.003;2;200;24;3;0.99;2;KatsuuraEvaluation;29898;0.012764725238059613;0.009629261679849736;55520.0;23928.276828890124
8;5;true;0.003;2;200;24;3;0.99;2;KatsuuraEvaluation;14799;0.22969617426216488;0.6276354443735064;29672.0;33143.7410561934
